Rank,Team,Player,"Fantasy Position",Games,ADP,Bye,SOS,InjuryRisk,"Floor Proj","Consensus Proj","DS Proj",CeilingProj,"3D Value"
840,UNS,"Mecole Hardman",WR,18,113.11,18,-,7%,1.5,,2,6.1,-38.5
841,SF,"Dee Winters",LB,17,,14,15.5%,0%,45.4,,65,94,-38.5
842,UNS,"Nick Nash",WR,18,35.06,18,-,0%,0.8,7,1,4.9,-38.6
843,UNS,"Ainias Smith",WR,18,112.09,18,-,0%,0.7,,1,6.2,-38.7
844,BAL,"Ar'Darius Washington",DB,17,,7,4.4%,0%,17.5,,35,70,-38.7
845,UNS,"Jha'Quan Jackson",WR,18,160.02,18,-,0%,0.6,1,1,4.4,-38.8
846,UNS,"Elijhah Badger",WR,18,127.04,18,-,0%,1,19,1,6.8,-38.8
847,UNS,"Rakim Jarrett",WR,18,169.08,18,-,0%,0.8,,1,5.1,-38.9
848,UNS,"Kevin Austin Jr.",WR,18,81.02,18,-,0%,0.8,3,1,2.5,-39
849,ARI,"Elijah Higgins",TE,17,90.11,8,4.9%,0%,28.5,34,38,89.3,-39.1
850,DET,"Derrick Barnes",LB,17,,8,-5.4%,0%,51.7,60,62,92.4,-39.1
851,NYJ,"Stone Smartt",TE,17,168.10,9,5.1%,0%,27.1,17,34,108.6,-39.2
852,BAL,"Kyle Van Noy",LB,17,,7,4.4%,18%,47,,62,95.9,-39.2
853,HOU,"Christian Harris",LB,17,,6,-3.4%,0%,49.4,79,66,85.7,-39.3
854,HOU,"Harrison Bryant",TE,17,158.10,6,2.3%,8%,24.2,1,29,122.6,-39.9
855,CIN,"Drew Sample",TE,17,124.08,10,0.5%,7%,33.4,23,41,77.4,-40.1
856,CAR,"Christian Rozeboom",LB,17,,14,0.7%,0%,67,100,67,67,-40.4
857,MIN,"Josh Oliver",TE,17,167.06,6,-5.3%,5%,20.3,49,29,88.7,-40.6
858,PHI,"Grant Calcaterra",TE,17,103.09,9,-4.5%,0%,20.9,37,30,92.4,-40.7
859,MIA,"Jason Sanders",K,13,158.01,12,1%,0%,105,127,113,129.8,-41.4
860,PIT,"Darnell Washington",TE,17,154.01,5,3%,8%,25.4,28,33,80,-41.6
861,TEN,"Joey Slye",K,17,162.08,10,2.6%,0%,104.4,126,109,136,-41.6
862,IND,"Cameron McGrone",LB,17,,11,9.6%,0%,65.4,,65,65.4,-41.9
863,DEN,"Adam Trautman",TE,17,142.03,12,1.9%,7%,21.8,31,29,81.3,-42.4
864,UNS,"Jabrill Peppers",DB,18,,18,-,11%,27.6,112,35,41.4,-42.4
865,NYJ,"Jeremy Ruckert",TE,17,163.09,9,5.1%,0%,23.6,28,29,82.4,-42.5
866,BUF,"Dorian Williams",LB,16,,7,9%,0%,43.5,87,58,90,-42.6
867,MIA,"Julian Hill",TE,17,104.12,12,2.4%,0%,18.3,37,30,74.6,-42.8
868,DEN,"Lucas Krull",TE,17,86.03,12,1.9%,0%,23,12,34,77.4,-43
869,DET,"Brock Wright",TE,17,135.09,8,2.9%,0%,21.6,40,28,69.2,-43.1
870,NYG,"Daniel Bellinger",TE,17,139.09,14,-5.9%,7%,19.2,25,24,83.9,-43.7
871,KC,"Jake Briningstool",TE,17,108.02,10,-8.1%,0%,11,,16,94,-43.8
872,NE,"Marte Mapu",LB,17,,14,6.7%,0%,41.9,,60,80.8,-43.8
873,JAC,"Johnny Mundt",TE,17,169.12,8,3.7%,0%,26.8,21,32,63.1,-43.8
874,BAL,"Charlie Kolar",TE,17,115.09,7,4.6%,6%,17.3,15,25,81.3,-44.4
875,PHI,"Kylen Granson",TE,17,164.12,9,-4.5%,8%,19.1,7,24,82.5,-45
876,WAS,"Von Miller",DL,2,,12,5.7%,6%,0,68,3,3.5,-45.1
877,DAL,"Marist Liufau",LB,17,,10,-11%,0%,35.5,12,55,87.4,-45.3
878,NYJ,"Jelani Woods",TE,16,147.06,9,5.1%,23%,11.7,13,26,73.9,-45.5
879,TB,"Anthony Walker",LB,17,,9,-2.2%,0%,32,45,53,93.2,-45.7
880,IND,"Andrew Ogletree",TE,17,51.12,11,0.4%,0%,12.3,27,18,75.4,-45.8
881,DEN,"Caleb Lohner",TE,17,153.12,12,1.9%,0%,11.7,,17,78.7,-45.8
882,CIN,"Tanner McLachlan",TE,17,137.10,10,0.5%,0%,15.2,,19,63.8,-46.5
883,DAL,"DeMarvion Overshown",LB,17,,10,-11%,0%,0,63,44,88.8,-46.7
884,TB,"Devin Culp",TE,17,100.05,9,-2.6%,0%,12.3,17,20,71.5,-46.8
885,LAR,"Colby Parkinson",TE,17,147.05,8,-0.7%,0%,18.3,22,22,56,-46.9
886,SEA,"Robbie Ouzts",TE,17,108.08,8,4.7%,0%,10.1,83,13,38,-47
887,TB,"Payne Durham",TE,17,149.09,9,-2.6%,0%,9.6,27,16,70.6,-47.1
888,IND,"Will Mallory",TE,17,95.08,11,0.4%,0%,11.8,10,17,75.8,-47.2
889,ARI,"Tip Reiman",TE,17,126.04,8,4.9%,0%,13.8,12,18,73.6,-47.3
890,LAR,"Davis Allen",TE,17,133.07,8,-0.7%,0%,16.6,6,20,66.5,-47.4
891,ATL,"Charlie Woerner",TE,17,110.08,5,5.4%,0%,12.2,20,20,60.8,-47.6
892,IND,"Mo Alie-Cox",TE,17,112.01,11,0.4%,6%,32.3,7,32,32.3,-47.6
893,WAS,"John Bates",TE,17,161.05,12,-6.2%,0%,16.2,14,22,54.1,-47.8
894,KC,"Jared Wiley",TE,17,170.03,10,-8.1%,0%,9.4,10,16,70.7,-48
895,ATL,"Mike Hughes",DB,17,,5,-2.4%,28%,17.8,45,27,34.2,-48
896,NE,"Christian Elliss",LB,17,,14,6.7%,0%,56.8,,57,56.8,-48
897,DAL,"Brevyn Spann-Ford",TE,17,142.05,10,-6.4%,0%,12.8,19,16,60.7,-48.3
898,BUF,"Jackson Hawes",TE,17,130.10,7,4.6%,0%,13,13,16,64.8,-48.4
899,LVR,"Devin White",LB,17,,8,10.4%,0%,27.6,108,55,77.2,-48.8
900,BAL,"Teddye Buchanan",LB,17,,7,4.4%,0%,22.3,,45,98.1,-49
901,IND,"Jaylon Carlies",DB,17,,11,9.6%,0%,11.5,,23,40.3,-49
902,ATL,"Jordan Fuller",DB,17,,5,-2.4%,22%,17.8,99,24,30.9,-49.5
903,NYG,"Thomas Fidone II",TE,17,117.08,14,-5.9%,0%,8.7,14,12,57.8,-49.8
904,LAC,"Troy Dye",LB,17,,12,11.4%,0%,28.2,,51,79.4,-49.9
905,BAL,"Trenton Simpson",LB,17,,7,4.4%,0%,26.8,77,54,72.5,-50.1
906,NO,"Moliki Matavao",TE,17,141.08,11,0.7%,0%,8.6,25,12,49,-50.3
907,DEN,"Nate Adkins",TE,17,69.12,12,1.9%,0%,12.2,11,17,45.1,-50.4
908,IND,"Jaylon Jones",DB,17,,11,9.6%,0%,17.1,4,23,28.6,-50.4
909,ATL,"Troy Andersen",LB,17,,5,-2.4%,21%,22.6,142,45,90.4,-50.9
910,PIT,"Connor Heyward",TE,17,105.03,5,3%,0%,8.1,25,12,38,-51.3
911,SF,"Nick Martin",LB,17,,14,15.5%,0%,19.9,,40,99.4,-51.3
912,CHI,"Durham Smythe",TE,17,146.11,5,-1%,8%,10.3,11,15,36.9,-51.5
913,MIN,"Gavin Bartholomew",TE,17,160.10,6,-5.3%,0%,8.8,15,12,41.2,-51.5
914,NO,"Danny Stutsman",LB,17,,11,7.4%,0%,0,,39,78.4,-51.8
915,PIT,"Cole Holcomb",LB,16,,5,3.5%,0%,21.3,59,43,68.3,-56.3
916,UNS,"Jaheim Bell",TE,18,154.05,18,-,0%,0.6,26,1,3.6,-57.2
917,CLE,"Jeremiah Owusu-Koramoah",LB,17,,9,-7.3%,24%,43.9,127,44,43.9,-57.9
918,HOU,"E.J. Speed",LB,17,,6,-3.4%,0%,0,131,33,65.2,-57.9
919,UNS,"Pharaoh Brown",TE,18,135.12,18,-,0%,1.2,10,2,4.7,-58.1
920,UNS,"Gerald Everett",TE,18,79.04,18,-,19%,2,6,2,6.1,-58.2
921,UNS,"Greg Dulcich",TE,18,157.03,18,-,6%,1.3,2,2,8,-58.2
922,GB,"Josh Whyle",TE,18,122.12,5,-4.1%,0%,1.8,4,2,7.5,-58.2
923,UNS,"Josey Jewell",LB,16,,18,-,36%,33.6,127,42,53.8,-58.2
924,HOU,"Luke Lachey",TE,18,140.10,6,2.3%,0%,0.9,,1,5.9,-58.8
925,ATL,"Joshua Simon",TE,18,133.11,5,5.4%,0%,0.8,,1,5.3,-58.8
926,PIT,"Malik Harrison",LB,16,,5,3.5%,0%,18.9,,38,60.3,-60.4
927,ARI,"BJ Ojulari",LB,17,,8,8.2%,0%,18.1,,36,56,-62.4
928,LAR,"Troy Reeder",LB,17,,8,-0.6%,0%,17.6,93,35,52.7,-63.6
929,TB,"David Walker",LB,17,,9,-2.2%,0%,15.9,,32,54,-64.6
930,ARI,"Cody Simon",LB,17,,8,8.2%,0%,13.1,,26,65.3,-65.3
931,BAL,"Tavius Robinson",LB,17,,7,4.4%,0%,14.3,,29,57.3,-65.3
932,DEN,"Justin Strnad",LB,17,,12,7.7%,0%,16.9,,34,45.5,-65.4
933,TEN,"Oluwafemi Oladejo",LB,17,,10,10%,0%,15.8,,32,47.4,-66
934,CIN,"Barrett Carter",LB,17,,10,-11.8%,0%,0,,24,47.9,-67.1
935,ATL,"JD Bertrand",LB,17,,5,-2.4%,0%,0,20,20,39.8,-71.1
936,MIA,"Riley Patterson",K,4,151.12,12,1%,0%,27,43,30,45,-141.9
